facilityname,updateddate,addeddate,reportdate,coverall,surgmask,shoe_cover,face_shield,head_cover,n95mask,goggles,gloves,gown,vtm,nps,ops,weekly_reportdate,region,province,city_mun,bgy,region_psgc,province_psgc,city_mun_psgc,bgy_psgc
RIZAL - BNS BUILDING,,,2020-05-31 00:00:00 UTC,,,,,,,,,,,,,2020-05-31 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CLAVERIA,RIZAL,PH100000000,PH104300000,PH104306000,PH104306022
RIZAL - BNS BUILDING,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CLAVERIA,RIZAL,PH100000000,PH104300000,PH104306000,PH104306022
STA. CRUZ - PARDILLOS HOUSE,,,2020-05-31 00:00:00 UTC,,,,,,,,,,,,,2020-05-31 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CLAVERIA,SANTA CRUZ,PH100000000,PH104300000,PH104306000,PH104306023
STA. CRUZ - PARDILLOS HOUSE,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CLAVERIA,SANTA CRUZ,PH100000000,PH104300000,PH104306000,PH104306023
TAMBOBOAN - SENIOR CITIZEN BUILDING,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CLAVERIA,TAMBOBOAN,PH100000000,PH104300000,PH104306000,PH104306024
TIPOLOHON - DAY CARE CENTER,,,2020-05-31 00:00:00 UTC,,,,,,,,,,,,,2020-05-31 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CLAVERIA,TIPOLOHON,PH100000000,PH104300000,PH104306000,PH104306025
TIPOLOHON - DAY CARE CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CLAVERIA,TIPOLOHON,PH100000000,PH104300000,PH104306000,PH104306025
APLAYA SENIOR CITIZEN BUILDING,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,JASAAN,APLAYA,PH100000000,PH104300000,PH104311000,PH104311001
BOBONTUGAN DAY CARE CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,JASAAN,BOBONTUGAN,PH100000000,PH104300000,PH104311000,PH104311002
CORRALES KALAHI HEALTH STATION,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,JASAAN,CORRALES,PH100000000,PH104300000,PH104311000,PH104311003
DANAO LDAKP BUILDING,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,JASAAN,DANAO,PH100000000,PH104300000,PH104311000,PH104311004
KIMAYA BARANGAY STAGE,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,JASAAN,KIMAYA,PH100000000,PH104300000,PH104311000,PH104311006
LUZ BANZON SENIOR CITIZEN BUILDING,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,JASAAN,LUZ BANZON,PH100000000,PH104300000,PH104311000,PH104311008
SOLANA SENIOR CITIZEN BUILDING,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,JASAAN,SOLANA,PH100000000,PH104300000,PH104311000,PH104311013
BARANGAY ABUNDA LIGTAS COVID19 CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),ABUNDA,PH100000000,PH104300000,PH104317000,PH104317001
BARANGAY ARTADI LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),ARTADI,PH100000000,PH104300000,PH104317000,PH104317002
BARANGAY BONIFACIO LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),BONIFACIO AQUINO,PH100000000,PH104300000,PH104317000,PH104317003
"BARANGAY CABALAWAN LIGTAS COVID19, ISOLATION UNIT",,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),CABALAWAN,PH100000000,PH104300000,PH104317000,PH104317004
BARANGAY CABANTIAN LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),CABANTIAN,PH100000000,PH104300000,PH104317000,PH104317005
BARANGAY CABUBUHAN LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),CABUBUHAN,PH100000000,PH104300000,PH104317000,PH104317006
BARANGAY CABUBUHAN LIGTAS COVID19 CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),CABUBUHAN,PH100000000,PH104300000,PH104317000,PH104317006
BARANGAY CANDIIS LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),CANDIIS,PH100000000,PH104300000,PH104317000,PH104317007
BARANGAY CONSUELO LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),CONSUELO,PH100000000,PH104300000,PH104317000,PH104317008
BARANGAY CONSUELO MUNICIPAL ISOLATION UNIT COVID19 CENTER,,,2020-05-24 00:00:00 UTC,,,,,,,,,,,,,2020-05-24 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),CONSUELO,PH100000000,PH104300000,PH104317000,PH104317008
BARANGAY CONSUELO MUNICIPAL ISOLATION UNIT COVID19 CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),CONSUELO,PH100000000,PH104300000,PH104317000,PH104317008
BARANGAY DAMAYUHAN LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),DAMAYUHAN,PH100000000,PH104300000,PH104317000,PH104317009
BARANGAY GUMABON LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),GUMABON,PH100000000,PH104300000,PH104317000,PH104317010
BARANGAY KAUSWAGAN LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),KAUSWAGAN,PH100000000,PH104300000,PH104317000,PH104317011
BARANGAY KIBUNGSOD LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),KIBUNGSOD,PH100000000,PH104300000,PH104317000,PH104317012
BARANGAY MAHAYAHAY LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),MAHAYAHAY,PH100000000,PH104300000,PH104317000,PH104317013
BARANGAY MINDULAO LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),MINDULAO,PH100000000,PH104300000,PH104317000,PH104317014
BARANGAY PAGASA LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),PAG-ASA,PH100000000,PH104300000,PH104317000,PH104317015
BARANGAY POBLACION LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),POBLACION,PH100000000,PH104300000,PH104317000,PH104317016
BARANGAY SAN ISIDRO LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),SAN ISIDRO,PH100000000,PH104300000,PH104317000,PH104317017
BARANGAY SAN VICENTE LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),SAN VICENTE,PH100000000,PH104300000,PH104317000,PH104317018
BARANGAY STA CRUZ BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),SANTA CRUZ,PH100000000,PH104300000,PH104317000,PH104317019
BARANGAY TIBON-TIBON LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),TIBON-TIBON,PH100000000,PH104300000,PH104317000,PH104317020
BARANGAY TULANG LIGTAS ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),TULANG (CADENA DE AMOR),PH100000000,PH104300000,PH104317000,PH104317021
BARANGAY VILLA FELIPA LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),VILLA FELIPA,PH100000000,PH104300000,PH104317000,PH104317022
BARANGAY KATIPUNAN LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),KATIPUNAN,PH100000000,PH104300000,PH104317000,PH104317023
BARANGAY TAMA LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),TAMA,PH100000000,PH104300000,PH104317000,PH104317024
BARANGAY TINAAN LIGTAS COVID19 ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),TINAAN,PH100000000,PH104300000,PH104317000,PH104317025
NAAWAN LIGTAS COVID CENTER,,,2020-05-31 00:00:00 UTC,,,,,,,,,,,,,2020-05-31 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,NAAWAN,POBLACION,PH100000000,PH104300000,PH104320000,PH104320008
NAAWAN LIGTAS COVID CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,NAAWAN,POBLACION,PH100000000,PH104300000,PH104320000,PH104320008
APLAYA BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (CAPITAL),APLAYA,PH110000000,PH112400000,PH112403000,PH112403001
SAN JOSE BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (CAPITAL),SAN JOSE (BALUTAKAY),PH110000000,PH112400000,PH112403000,PH112403003
GOMA BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (CAPITAL),GOMA,PH110000000,PH112400000,PH112403000,PH112403009
KIAGOT BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (CAPITAL),KIAGOT,PH110000000,PH112400000,PH112403000,PH112403011
MATTI BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (CAPITAL),MATTI,PH110000000,PH112400000,PH112403000,PH112403014
KAPATAGAN BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (CAPITAL),KAPATAGAN (RIZAL),PH110000000,PH112400000,PH112403000,PH112403019
RUPARAN BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (CAPITAL),RUPARAN,PH110000000,PH112400000,PH112403000,PH112403020
SAN AGUSTIN BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (CAPITAL),SAN AGUSTIN,PH110000000,PH112400000,PH112403000,PH112403021
SINAWILAN BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (CAPITAL),SINAWILAN,PH110000000,PH112400000,PH112403000,PH112403024
SOONG BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (CAPITAL),SOONG,PH110000000,PH112400000,PH112403000,PH112403025
TRES DE MAYO BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (CAPITAL),TRES DE MAYO,PH110000000,PH112400000,PH112403000,PH112403027
ZONE 1  BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (CAPITAL),ZONE 1 (POB.),PH110000000,PH112400000,PH112403000,PH112403028
BORDER QUARANTINE CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,MAGSAYSAY,BARAYONG,PH110000000,PH112400000,PH112407000,PH112407003
MUNICIPAL ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,MAGSAYSAY,POBLACION,PH110000000,PH112400000,PH112407000,PH112407015
BAYBAY BIU,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,MALALAG,BAYBAY,PH110000000,PH112400000,PH112408000,PH112408002
BOLTON BIU,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,MALALAG,BOLTON,PH110000000,PH112400000,PH112408000,PH112408004
BULACAN BIU,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,MALALAG,BULACAN,PH110000000,PH112400000,PH112408000,PH112408005
IBO BIU,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,MALALAG,IBO,PH110000000,PH112400000,PH112408000,PH112408007
KIBLAGON,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,MALALAG,KIBLAGON,PH110000000,PH112400000,PH112408000,PH112408009
MABINI,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,MALALAG,MABINI,PH110000000,PH112400000,PH112408000,PH112408011
BAGUMBAYAN BIU,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,MALALAG,BAGUMBAYAN,PH110000000,PH112400000,PH112408000,PH112408019
BRGY CAMANCHILES COVID 19 ISOLATION FACILITY 2,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,MATANAO,CAMANCHILES,PH110000000,PH112400000,PH112410000,PH112410007
BARANGAY CAMANCHILES COVID 19 ISOLATION FACILITY 1,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,MATANAO,CAMANCHILES,PH110000000,PH112400000,PH112410000,PH112410007
STA. CRUZ MUNICIPAL ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO DEL SUR,SANTA CRUZ,ZONE III (POB.),PH110000000,PH112400000,PH112412000,PH112412020
LIGTAS COVID CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO ORIENTAL,BAGANGA,SAOQUEGUE,PH110000000,PH112500000,PH112501000,PH112501018
MUNICIPAL ISOLATION UNIT 1 BANAYBANAY,,,2020-05-31 00:00:00 UTC,,,,,,,,,,,,,2020-05-31 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO ORIENTAL,BANAYBANAY,POBLACION,PH110000000,PH112500000,PH112502000,PH112502012
MUNICIPAL ISOLATION UNIT 1 BANAYBANAY,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO ORIENTAL,BANAYBANAY,POBLACION,PH110000000,PH112500000,PH112502000,PH112502012
MUNICIPAL ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO ORIENTAL,BOSTON,POBLACION,PH110000000,PH112500000,PH112503000,PH112503004
MANAY MIU,,,2020-05-31 00:00:00 UTC,,,,,,,,,,,,,2020-05-31 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO ORIENTAL,MANAY,CENTRAL (POB.),PH110000000,PH112500000,PH112508000,PH112508003
ALTERNATE CARE SITE- MATI (ISOLATION UNIT OF THE DIVINE HEALER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO ORIENTAL,CITY OF MATI (CAPITAL),MATIAO,PH110000000,PH112500000,PH112509000,PH112509020
MUNICIPAL ISOLATION UNIT - SAN ISIDRO,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO ORIENTAL,SAN ISIDRO,BATOBATO (POB.),PH110000000,PH112500000,PH112510000,PH112510012
TARRAGONA REGIONAL EVACUATION CENTER,,,2020-05-31 00:00:00 UTC,,,,,,,,,,,,,2020-05-31 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO ORIENTAL,TARRAGONA,CENTRAL (POB.),PH110000000,PH112500000,PH112511000,PH112511002
TARRAGONA REGIONAL EVACUATION CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),DAVAO ORIENTAL,TARRAGONA,CENTRAL (POB.),PH110000000,PH112500000,PH112511000,PH112511002
ANIBONGAN BIU BUILDING,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,ANIBONGAN,PH110000000,PH118200000,PH118204000,PH118204001
ANISLAGAN COVID BLDG.,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,ANISLAGAN,PH110000000,PH118200000,PH118204000,PH118204002
BUCANA ECCD,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,BUCANA,PH110000000,PH118200000,PH118204000,PH118204004
CALABCAB OLD BNB,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,CALABCAB,PH110000000,PH118200000,PH118204000,PH118204005
CONCEPCION BNS,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,CONCEPCION,PH110000000,PH118200000,PH118204000,PH118204006
DUMLAN SENIOR CITIZEN BLDG,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,DUMLAN,PH110000000,PH118200000,PH118204000,PH118204007
ELIZALDE OLD BRGY HALL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,ELIZALDE (SOMIL),PH110000000,PH118200000,PH118204000,PH118204008
PANGI DPWH BUNKHOUSE,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,PANGI (GAUDENCIO ANTONIO),PH110000000,PH118200000,PH118204000,PH118204009
GUBATAN TRIBAL BLDG,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,GUBATAN,PH110000000,PH118200000,PH118204000,PH118204010
HIJO ECCD BLDG,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,HIJO,PH110000000,PH118200000,PH118204000,PH118204011
KINUBAN GYMNASIUM ROOM,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,KINUBAN,PH110000000,PH118200000,PH118204000,PH118204012
LANGGAM ALS BLDG,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,LANGGAM,PH110000000,PH118200000,PH118204000,PH118204013
LAPU-LAPU GYMNASIUM,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,LAPU-LAPU,PH110000000,PH118200000,PH118204000,PH118204014
LIBAY-LIBAY GYMNASIUM ROOM,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,LIBAY-LIBAY,PH110000000,PH118200000,PH118204000,PH118204015
LIMBO ECCD BLDG,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,LIMBO,PH110000000,PH118200000,PH118204000,PH118204016
LUMATAB ECCD BLDG,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,LUMATAB,PH110000000,PH118200000,PH118204000,PH118204017
MAGANGIT BRGY GYMNASIUM,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,MAGANGIT,PH110000000,PH118200000,PH118204000,PH118204018
MALAMODAO ECCD BLDG,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,MALAMODAO,PH110000000,PH118200000,PH118204000,PH118204019
